Round,Winning Number,Winning Index,Color
32851,21,22,Red
32852,6,7,Black
32853,8,9,Black
32854,15,16,Black
32855,2,3,Black
32856,23,24,Red
32857,12,13,Red
32858,15,16,Black
32859,4,5,Black
32860,4,5,Black
32861,1,2,Red
32862,26,27,Black
32863,11,12,Black
32864,12,13,Red
32865,5,6,Red
32866,22,23,Black
32867,29,30,Black
32868,34,35,Red
32869,00,1,Green
32870,36,37,Red
32871,2,3,Black
32872,8,9,Black
32873,18,19,Red
32874,21,22,Red
32875,27,28,Red
32876,6,7,Black
32877,18,19,Red
32878,6,7,Black
32879,8,9,Black
32880,0,0,Green
32881,19,20,Red
32882,17,18,Black
32883,10,11,Black
32884,3,4,Red
32885,23,24,Red
32886,34,35,Red
32887,23,24,Red
32888,33,34,Black
32889,8,9,Black
32890,30,31,Red
32891,21,22,Red
32892,6,7,Black
32893,28,29,Black
32894,31,32,Black
32895,4,5,Black
32896,24,25,Black
32897,2,3,Black
32898,15,16,Black
32899,35,36,Black
32900,15,16,Black
32901,14,15,Red
32902,30,31,Red
32903,00,1,Green
32904,2,3,Black
32905,27,28,Red
32906,1,2,Red
32907,36,37,Red
32908,7,8,Red
32909,19,20,Red
32910,28,29,Black
32911,17,18,Black
32912,33,34,Black
32913,30,31,Red
32914,4,5,Black
32915,3,4,Red
32916,17,18,Black
32917,14,15,Red
32918,10,11,Black
32919,9,10,Red
32920,32,33,Red
32921,34,35,Red
32922,22,23,Black
32923,33,34,Black
32924,27,28,Red
32925,7,8,Red
32926,24,25,Black
32927,19,20,Red
32928,4,5,Black
32929,00,1,Green
32930,3,4,Red
32931,5,6,Red
32932,27,28,Red
32933,23,24,Red
32934,36,37,Red
32935,15,16,Black
32936,20,21,Black
32937,10,11,Black
32938,35,36,Black
32939,9,10,Red
32940,7,8,Red
32941,34,35,Red
32942,28,29,Black
32943,2,3,Black
32944,12,13,Red
32945,7,8,Red
32946,20,21,Black
32947,36,37,Red
32948,17,18,Black
32949,23,24,Red
32950,00,1,Green
32951,8,9,Black
32952,29,30,Black
32953,20,21,Black
32954,3,4,Red
32955,29,30,Black
32956,36,37,Red
32957,18,19,Red
32958,28,29,Black
32959,3,4,Red
32960,8,9,Black
32961,24,25,Black
32962,16,17,Red
32963,0,0,Green
32964,30,31,Red
32965,36,37,Red
32966,35,36,Black
32967,21,22,Red
32968,30,31,Red
32969,11,12,Black
32970,14,15,Red
32971,14,15,Red
32972,32,33,Red
32973,25,26,Red
32974,32,33,Red
32975,34,35,Red
32976,19,20,Red
32977,11,12,Black
32978,9,10,Red
32979,25,26,Red
32980,6,7,Black
32981,4,5,Black
32982,11,12,Black
32983,27,28,Red
32984,13,14,Black
32985,31,32,Black
32986,3,4,Red
32987,29,30,Black
32988,25,26,Red
32989,34,35,Red
32990,5,6,Red
32991,22,23,Black
32992,7,8,Red
32993,14,15,Red
32994,2,3,Black
32995,0,0,Green
32996,14,15,Red
32997,0,0,Green
32998,7,8,Red
32999,12,13,Red
33000,23,24,Red
33001,3,4,Red
33002,19,20,Red
33003,30,31,Red
33004,31,32,Black
33005,26,27,Black
33006,27,28,Red
33007,2,3,Black
33008,15,16,Black
33009,20,21,Black
33010,23,24,Red
33011,18,19,Red
33012,27,28,Red
33013,32,33,Red
33014,22,23,Black
33015,32,33,Red
33016,32,33,Red
33017,00,1,Green
33018,00,1,Green
33019,36,37,Red
33020,14,15,Red
33021,13,14,Black
33022,13,14,Black
33023,0,0,Green
33024,7,8,Red
33025,4,5,Black
33026,2,3,Black
33027,17,18,Black
33028,7,8,Red
33029,25,26,Red
33030,5,6,Red
33031,27,28,Red
33032,24,25,Black
33033,20,21,Black
33034,28,29,Black
33035,00,1,Green
33036,30,31,Red
33037,35,36,Black
33038,14,15,Red
33039,15,16,Black
33040,0,0,Green
33041,20,21,Black
33042,28,29,Black
33043,35,36,Black
33044,16,17,Red
33045,7,8,Red
33046,13,14,Black
33047,30,31,Red
33048,8,9,Black
33049,4,5,Black
33050,10,11,Black
33051,29,30,Black
33052,14,15,Red
33053,26,27,Black
33054,11,12,Black
33055,21,22,Red
33056,35,36,Black
33057,30,31,Red
33058,26,27,Black
33059,1,2,Red
33060,2,3,Black
33061,35,36,Black
33062,11,12,Black
33063,31,32,Black
33064,4,5,Black
33065,18,19,Red
33066,32,33,Red
33067,36,37,Red
33068,1,2,Red
33069,13,14,Black
33070,21,22,Red
33071,20,21,Black
33072,18,19,Red
33073,36,37,Red
33074,0,0,Green
33075,25,26,Red
33076,3,4,Red
33077,6,7,Black
33078,34,35,Red
33079,34,35,Red
33080,23,24,Red
33081,34,35,Red
33082,30,31,Red
33083,35,36,Black
33084,10,11,Black
33085,31,32,Black
33086,28,29,Black
33087,16,17,Red
33088,0,0,Green
33089,27,28,Red
33090,34,35,Red
33091,4,5,Black
33092,7,8,Red
33093,4,5,Black
33094,12,13,Red
33095,24,25,Black
33096,25,26,Red
33097,7,8,Red
33098,4,5,Black
33099,14,15,Red
33100,10,11,Black
33101,31,32,Black
33102,28,29,Black
33103,11,12,Black
33104,13,14,Black
33105,14,15,Red
33106,0,0,Green
33107,4,5,Black
33108,7,8,Red
33109,23,24,Red
33110,22,23,Black
33111,26,27,Black
33112,15,16,Black
33113,35,36,Black
33114,18,19,Red
33115,34,35,Red
33116,19,20,Red
33117,22,23,Black
33118,9,10,Red
33119,34,35,Red
33120,23,24,Red
33121,33,34,Black
33122,17,18,Black
33123,22,23,Black
33124,1,2,Red
33125,29,30,Black
33126,36,37,Red
33127,34,35,Red
33128,25,26,Red
33129,26,27,Black
33130,16,17,Red
33131,8,9,Black
33132,14,15,Red
33133,30,31,Red
33134,00,1,Green
33135,16,17,Red
33136,21,22,Red
33137,10,11,Black
33138,10,11,Black
33139,0,0,Green
33140,36,37,Red
33141,12,13,Red
33142,7,8,Red
33143,25,26,Red
33144,16,17,Red
33145,18,19,Red
33146,16,17,Red
33147,6,7,Black
33148,25,26,Red
33149,20,21,Black
33150,19,20,Red
33151,14,15,Red
33152,4,5,Black
33153,18,19,Red
33154,33,34,Black
33155,24,25,Black
33156,5,6,Red
33157,00,1,Green
33158,35,36,Black
33159,00,1,Green
33160,10,11,Black
33161,31,32,Black
33162,5,6,Red
33163,2,3,Black
33164,19,20,Red
33165,30,31,Red
33166,31,32,Black
33167,34,35,Red
33168,8,9,Black
33169,24,25,Black
33170,36,37,Red
33171,2,3,Black
33172,32,33,Red
33173,36,37,Red
33174,14,15,Red
33175,6,7,Black
33176,23,24,Red
33177,20,21,Black
33178,27,28,Red
33179,4,5,Black
33180,17,18,Black
33181,30,31,Red
33182,25,26,Red
33183,18,19,Red
33184,0,0,Green
33185,7,8,Red
33186,5,6,Red
33187,30,31,Red
33188,4,5,Black
33189,4,5,Black
33190,11,12,Black
33191,1,2,Red
33192,18,19,Red
33193,10,11,Black
33194,9,10,Red
33195,1,2,Red
33196,4,5,Black
33197,36,37,Red
33198,24,25,Black
33199,34,35,Red
33200,27,28,Red
33201,8,9,Black
33202,7,8,Red
33203,4,5,Black
33204,31,32,Black
33205,11,12,Black
33206,2,3,Black
33207,24,25,Black
33208,20,21,Black
33209,2,3,Black
33210,29,30,Black
33211,26,27,Black
33212,11,12,Black
33213,18,19,Red
33214,16,17,Red
33215,16,17,Red
33216,18,19,Red
33217,17,18,Black
33218,9,10,Red
33219,11,12,Black
33220,34,35,Red
33221,30,31,Red
33222,36,37,Red
33223,19,20,Red
33224,28,29,Black
33225,18,19,Red
33226,10,11,Black
33227,21,22,Red
33228,18,19,Red
33229,25,26,Red
33230,12,13,Red
33231,33,34,Black
33232,35,36,Black
33233,31,32,Black
33234,4,5,Black
33235,19,20,Red
33236,0,0,Green
33237,5,6,Red
33238,27,28,Red
33239,28,29,Black
33240,1,2,Red
33241,5,6,Red
33242,2,3,Black
33243,19,20,Red
33244,00,1,Green
33245,1,2,Red
33246,11,12,Black
33247,17,18,Black
33248,3,4,Red
33249,16,17,Red
33250,18,19,Red
33251,00,1,Green
33252,21,22,Red
33253,16,17,Red
33254,26,27,Black
33255,18,19,Red
33256,13,14,Black
33257,35,36,Black
33258,35,36,Black
33259,35,36,Black
33260,17,18,Black
33261,34,35,Red
33262,4,5,Black
33263,2,3,Black
33264,24,25,Black
33265,18,19,Red
33266,21,22,Red
33267,10,11,Black
33268,3,4,Red
33269,3,4,Red
33270,35,36,Black
33271,22,23,Black
33272,9,10,Red
33273,20,21,Black
33274,34,35,Red
33275,33,34,Black
33276,27,28,Red
33277,33,34,Black
33278,21,22,Red
33279,18,19,Red
33280,27,28,Red
33281,24,25,Black
33282,9,10,Red
33283,6,7,Black
33284,6,7,Black
33285,18,19,Red
33286,00,1,Green
33287,17,18,Black
33288,34,35,Red
33289,35,36,Black
33290,34,35,Red
33291,33,34,Black
33292,4,5,Black
33293,12,13,Red
33294,22,23,Black
33295,7,8,Red
33296,10,11,Black
33297,13,14,Black
33298,28,29,Black
33299,7,8,Red
33300,2,3,Black
33301,10,11,Black
33302,24,25,Black
33303,4,5,Black
33304,11,12,Black
33305,7,8,Red
33306,32,33,Red
33307,16,17,Red
33308,35,36,Black
33309,7,8,Red
33310,35,36,Black
33311,29,30,Black
33312,24,25,Black
33313,2,3,Black
33314,7,8,Red
33315,3,4,Red
33316,29,30,Black
33317,0,0,Green
33318,3,4,Red
33319,23,24,Red
33320,24,25,Black
33321,31,32,Black
33322,15,16,Black
33323,7,8,Red
33324,00,1,Green
33325,29,30,Black
33326,25,26,Red
33327,19,20,Red
33328,00,1,Green
33329,25,26,Red
33330,31,32,Black
33331,16,17,Red
33332,18,19,Red
33333,12,13,Red
33334,28,29,Black
33335,11,12,Black
33336,7,8,Red
33337,29,30,Black
33338,5,6,Red
33339,31,32,Black
33340,21,22,Red
33341,7,8,Red
33342,26,27,Black
33343,0,0,Green
33344,18,19,Red
33345,27,28,Red
33346,11,12,Black
33347,7,8,Red
33348,1,2,Red
33349,35,36,Black
33350,9,10,Red
33351,33,34,Black
33352,35,36,Black
33353,00,1,Green
33354,0,0,Green
33355,12,13,Red
33356,10,11,Black
33357,4,5,Black
33358,3,4,Red
33359,11,12,Black
33360,9,10,Red
33361,5,6,Red
33362,00,1,Green
33363,26,27,Black
33364,19,20,Red
33365,00,1,Green
33366,30,31,Red
33367,16,17,Red
33368,15,16,Black
33369,33,34,Black
33370,14,15,Red
33371,32,33,Red
33372,3,4,Red
33373,4,5,Black
33374,12,13,Red
33375,12,13,Red
33376,23,24,Red
33377,25,26,Red
33378,17,18,Black
33379,9,10,Red
33380,27,28,Red
33381,0,0,Green
33382,16,17,Red
33383,3,4,Red
33384,18,19,Red
33385,8,9,Black
33386,10,11,Black
33387,31,32,Black
33388,15,16,Black
33389,26,27,Black
33390,19,20,Red
33391,18,19,Red
33392,34,35,Red
33393,8,9,Black
33394,1,2,Red
33395,2,3,Black
33396,12,13,Red
33397,3,4,Red
33398,20,21,Black
33399,10,11,Black
33400,25,26,Red
33401,2,3,Black
33402,5,6,Red
33403,16,17,Red
33404,20,21,Black
33405,22,23,Black
33406,36,37,Red
33407,23,24,Red
33408,6,7,Black
33409,00,1,Green
33410,22,23,Black
33411,25,26,Red
33412,25,26,Red
33413,2,3,Black
33414,24,25,Black
33415,20,21,Black
33416,9,10,Red
33417,27,28,Red
33418,4,5,Black
33419,20,21,Black
33420,19,20,Red
33421,26,27,Black
33422,21,22,Red
33423,5,6,Red
33424,34,35,Red
33425,30,31,Red
33426,2,3,Black
33427,0,0,Green
33428,24,25,Black
33429,24,25,Black
33430,31,32,Black
33431,19,20,Red
33432,12,13,Red
33433,32,33,Red
33434,14,15,Red
33435,35,36,Black
33436,1,2,Red
33437,17,18,Black
33438,28,29,Black
33439,17,18,Black
33440,21,22,Red
33441,8,9,Black
33442,14,15,Red
33443,14,15,Red
33444,36,37,Red
33445,21,22,Red
33446,00,1,Green
33447,20,21,Black
33448,16,17,Red
33449,33,34,Black
33450,16,17,Red
33451,21,22,Red
33452,16,17,Red
33453,17,18,Black
33454,7,8,Red
33455,27,28,Red
33456,26,27,Black
33457,6,7,Black
33458,33,34,Black
33459,17,18,Black
33460,34,35,Red
33461,28,29,Black
33462,11,12,Black
33463,18,19,Red
33464,32,33,Red
33465,29,30,Black
33466,28,29,Black
33467,35,36,Black
33468,0,0,Green
33469,12,13,Red
33470,19,20,Red
33471,28,29,Black
33472,29,30,Black
33473,8,9,Black
33474,6,7,Black
33475,00,1,Green
33476,3,4,Red
33477,29,30,Black
33478,21,22,Red
33479,13,14,Black
33480,15,16,Black
33481,00,1,Green
33482,34,35,Red
33483,36,37,Red
33484,00,1,Green
33485,35,36,Black
33486,15,16,Black
33487,10,11,Black
33488,26,27,Black
33489,14,15,Red
33490,00,1,Green
33491,16,17,Red
33492,29,30,Black
33493,29,30,Black
33494,7,8,Red
33495,36,37,Red
33496,27,28,Red
33497,13,14,Black
33498,33,34,Black
33499,35,36,Black
33500,7,8,Red
33501,18,19,Red
33502,14,15,Red
33503,21,22,Red
33504,26,27,Black
33505,26,27,Black
33506,21,22,Red
33507,21,22,Red
33508,6,7,Black
33509,4,5,Black
33510,28,29,Black
33511,17,18,Black
33512,30,31,Red
33513,12,13,Red
33514,26,27,Black
33515,24,25,Black
33516,5,6,Red
33517,12,13,Red
33518,14,15,Red
33519,00,1,Green
33520,14,15,Red
33521,24,25,Black
33522,8,9,Black
33523,14,15,Red
33524,3,4,Red
33525,34,35,Red
33526,8,9,Black
33527,2,3,Black
33528,35,36,Black
33529,25,26,Red
33530,13,14,Black
33531,4,5,Black
33532,20,21,Black
33533,5,6,Red
33534,20,21,Black
33535,35,36,Black
33536,13,14,Black
33537,27,28,Red
33538,17,18,Black
33539,28,29,Black
33540,14,15,Red
33541,10,11,Black
33542,1,2,Red
33543,2,3,Black
33544,26,27,Black
33545,13,14,Black
33546,12,13,Red
33547,8,9,Black
33548,36,37,Red
33549,15,16,Black
33550,33,34,Black
33551,8,9,Black
33552,19,20,Red
33553,7,8,Red
33554,12,13,Red
33555,8,9,Black
33556,23,24,Red
33557,32,33,Red
33558,20,21,Black
33559,30,31,Red
33560,36,37,Red
33561,9,10,Red
33562,28,29,Black
33563,15,16,Black
33564,14,15,Red
33565,16,17,Red
33566,10,11,Black
33567,8,9,Black
33568,19,20,Red
33569,34,35,Red
33570,3,4,Red
33571,15,16,Black
33572,24,25,Black
33573,15,16,Black
33574,33,34,Black
33575,3,4,Red
33576,16,17,Red
33577,36,37,Red
33578,32,33,Red
33579,7,8,Red
33580,35,36,Black
33581,24,25,Black
33582,34,35,Red
33583,33,34,Black
33584,20,21,Black
33585,9,10,Red
33586,34,35,Red
33587,24,25,Black
33588,00,1,Green
33589,4,5,Black
33590,5,6,Red
33591,7,8,Red
33592,17,18,Black
33593,2,3,Black
33594,18,19,Red
33595,15,16,Black
33596,22,23,Black
33597,35,36,Black
33598,10,11,Black
33599,13,14,Black
33600,7,8,Red
33601,34,35,Red
33602,3,4,Red
33603,25,26,Red
33604,6,7,Black
33605,7,8,Red
33606,2,3,Black
33607,5,6,Red
33608,28,29,Black
33609,26,27,Black
33610,19,20,Red
33611,13,14,Black
33612,24,25,Black
33613,9,10,Red
33614,21,22,Red
33615,3,4,Red
33616,32,33,Red
33617,30,31,Red
33618,20,21,Black
33619,15,16,Black
33620,21,22,Red
33621,15,16,Black
33622,22,23,Black
33623,34,35,Red
33624,16,17,Red
33625,36,37,Red
33626,8,9,Black
33627,29,30,Black
33628,21,22,Red
33629,11,12,Black
33630,23,24,Red
33631,21,22,Red
33632,4,5,Black
33633,26,27,Black
33634,34,35,Red
33635,36,37,Red
33636,34,35,Red
33637,4,5,Black
33638,26,27,Black
33639,25,26,Red
33640,3,4,Red
33641,13,14,Black
33642,13,14,Black
33643,1,2,Red
33644,16,17,Red
33645,20,21,Black
33646,11,12,Black
33647,13,14,Black
33648,13,14,Black
33649,14,15,Red
33650,7,8,Red
33651,33,34,Black
33652,19,20,Red
33653,29,30,Black
33654,11,12,Black
33655,26,27,Black
33656,0,0,Green
33657,26,27,Black
33658,6,7,Black
33659,00,1,Green
33660,1,2,Red
33661,23,24,Red
33662,5,6,Red
33663,16,17,Red
33664,1,2,Red
33665,7,8,Red
33666,29,30,Black
33667,21,22,Red
33668,27,28,Red
33669,29,30,Black
33670,17,18,Black
33671,17,18,Black
33672,20,21,Black
33673,12,13,Red
33674,36,37,Red
33675,2,3,Black
33676,12,13,Red
33677,17,18,Black
33678,36,37,Red
33679,26,27,Black
33680,31,32,Black
33681,22,23,Black
33682,3,4,Red
33683,10,11,Black
33684,11,12,Black
33685,00,1,Green
33686,24,25,Black
33687,9,10,Red
33688,34,35,Red
33689,25,26,Red
33690,32,33,Red
33691,22,23,Black
33692,30,31,Red
33693,29,30,Black
33694,30,31,Red
33695,22,23,Black
33696,24,25,Black
33697,28,29,Black
33698,34,35,Red
33699,10,11,Black
33700,10,11,Black
33701,10,11,Black
33702,8,9,Black
33703,2,3,Black
33704,25,26,Red
33705,29,30,Black
33706,34,35,Red
33707,36,37,Red
33708,32,33,Red
33709,19,20,Red
33710,33,34,Black
33711,32,33,Red
33712,20,21,Black
33713,35,36,Black
33714,31,32,Black
33715,6,7,Black
33716,9,10,Red
33717,5,6,Red
33718,28,29,Black
33719,5,6,Red
33720,36,37,Red
33721,16,17,Red
33722,20,21,Black
33723,0,0,Green
33724,3,4,Red
33725,4,5,Black
33726,7,8,Red
33727,10,11,Black
33728,36,37,Red
33729,2,3,Black
33730,35,36,Black
33731,28,29,Black
33732,11,12,Black
33733,8,9,Black
33734,0,0,Green
33735,23,24,Red
33736,17,18,Black
33737,22,23,Black
33738,27,28,Red
33739,14,15,Red
33740,00,1,Green
33741,31,32,Black
33742,34,35,Red
33743,27,28,Red
33744,11,12,Black
33745,20,21,Black
33746,0,0,Green
33747,23,24,Red
33748,1,2,Red
33749,36,37,Red
33750,22,23,Black
33751,19,20,Red
33752,12,13,Red
33753,30,31,Red
33754,00,1,Green
33755,18,19,Red
33756,34,35,Red
33757,21,22,Red
33758,7,8,Red
33759,20,21,Black
33760,30,31,Red
33761,18,19,Red
33762,15,16,Black
33763,7,8,Red
33764,18,19,Red
33765,5,6,Red
33766,28,29,Black
33767,16,17,Red
33768,17,18,Black
33769,22,23,Black
33770,25,26,Red
33771,12,13,Red
33772,25,26,Red
33773,00,1,Green
33774,25,26,Red
33775,2,3,Black
33776,28,29,Black
33777,3,4,Red
33778,5,6,Red
33779,21,22,Red
33780,2,3,Black
33781,30,31,Red
33782,25,26,Red
33783,19,20,Red
33784,3,4,Red
33785,7,8,Red
33786,26,27,Black
33787,32,33,Red
33788,5,6,Red
33789,4,5,Black
33790,27,28,Red
33791,27,28,Red
33792,32,33,Red
33793,9,10,Red
33794,00,1,Green
33795,26,27,Black
33796,5,6,Red
33797,11,12,Black
33798,8,9,Black
33799,0,0,Green
33800,2,3,Black
33801,35,36,Black
33802,5,6,Red
33803,1,2,Red
33804,10,11,Black
33805,12,13,Red
33806,34,35,Red
33807,30,31,Red
33808,21,22,Red
33809,6,7,Black
33810,25,26,Red
33811,14,15,Red
33812,15,16,Black
33813,20,21,Black
33814,36,37,Red
33815,0,0,Green
33816,28,29,Black
33817,1,2,Red
33818,4,5,Black
33819,31,32,Black
33820,12,13,Red
33821,4,5,Black
33822,00,1,Green
33823,00,1,Green
33824,25,26,Red
33825,2,3,Black
33826,29,30,Black
33827,20,21,Black
33828,11,12,Black
33829,23,24,Red
33830,36,37,Red
33831,31,32,Black
33832,0,0,Green
33833,22,23,Black
33834,9,10,Red
33835,34,35,Red
33836,36,37,Red
33837,19,20,Red
33838,4,5,Black
33839,16,17,Red
33840,10,11,Black
33841,32,33,Red
33842,00,1,Green
33843,19,20,Red
33844,28,29,Black
33845,24,25,Black
33846,26,27,Black
33847,13,14,Black
33848,33,34,Black
33849,22,23,Black
33850,24,25,Black
33851,13,14,Black
33852,11,12,Black
33853,31,32,Black
33854,36,37,Red
33855,31,32,Black
33856,15,16,Black
33857,12,13,Red
33858,2,3,Black
33859,14,15,Red
33860,27,28,Red
33861,00,1,Green
33862,00,1,Green
33863,9,10,Red
33864,14,15,Red
33865,35,36,Black
33866,20,21,Black
33867,25,26,Red
33868,33,34,Black
33869,25,26,Red
33870,24,25,Black
33871,18,19,Red
33872,4,5,Black
33873,22,23,Black
33874,6,7,Black
33875,26,27,Black
33876,28,29,Black
33877,29,30,Black
33878,5,6,Red
33879,26,27,Black
33880,25,26,Red
33881,16,17,Red
33882,7,8,Red
33883,15,16,Black
33884,34,35,Red
33885,33,34,Black
33886,6,7,Black
33887,00,1,Green
33888,13,14,Black
33889,35,36,Black
33890,10,11,Black
33891,22,23,Black
33892,16,17,Red
33893,18,19,Red
33894,33,34,Black
33895,32,33,Red
33896,21,22,Red
33897,19,20,Red
33898,4,5,Black
33899,17,18,Black
33900,4,5,Black
33901,22,23,Black
33902,23,24,Red
33903,6,7,Black
33904,2,3,Black
33905,32,33,Red
33906,7,8,Red
33907,28,29,Black
33908,1,2,Red
33909,00,1,Green
33910,3,4,Red
33911,15,16,Black
33912,9,10,Red
33913,8,9,Black
33914,30,31,Red
33915,7,8,Red
33916,29,30,Black
33917,25,26,Red
33918,12,13,Red
33919,10,11,Black
33920,30,31,Red
33921,18,19,Red
33922,0,0,Green
33923,4,5,Black
33924,1,2,Red
33925,22,23,Black
33926,33,34,Black
33927,16,17,Red
33928,14,15,Red
33929,0,0,Green
33930,33,34,Black
33931,25,26,Red
33932,29,30,Black
33933,3,4,Red
33934,0,0,Green
33935,33,34,Black
33936,17,18,Black
33937,6,7,Black
33938,5,6,Red
33939,0,0,Green
33940,35,36,Black
33941,17,18,Black
33942,27,28,Red
33943,21,22,Red
33944,9,10,Red
33945,00,1,Green
33946,21,22,Red
33947,36,37,Red
33948,1,2,Red
33949,36,37,Red
33950,2,3,Black
33951,24,25,Black
33952,24,25,Black
33953,36,37,Red
33954,24,25,Black
33955,17,18,Black
33956,25,26,Red
33957,29,30,Black
33958,31,32,Black
33959,4,5,Black
33960,0,0,Green
33961,36,37,Red
33962,3,4,Red
33963,31,32,Black
33964,26,27,Black
33965,29,30,Black
33966,31,32,Black
33967,20,21,Black
33968,36,37,Red
33969,20,21,Black
33970,4,5,Black
33971,34,35,Red
33972,4,5,Black
33973,7,8,Red
33974,9,10,Red
33975,11,12,Black
33976,30,31,Red
33977,7,8,Red
33978,1,2,Red
33979,31,32,Black
33980,34,35,Red
33981,00,1,Green
33982,22,23,Black
33983,2,3,Black
33984,5,6,Red
33985,4,5,Black
33986,12,13,Red
33987,29,30,Black
33988,32,33,Red
33989,25,26,Red
33990,21,22,Red
33991,31,32,Black
33992,31,32,Black
33993,10,11,Black
33994,34,35,Red
33995,2,3,Black
33996,00,1,Green
33997,7,8,Red
33998,20,21,Black
33999,11,12,Black
34000,14,15,Red
34001,34,35,Red
34002,16,17,Red
34003,35,36,Black
34004,19,20,Red
34005,29,30,Black
34006,6,7,Black
34007,26,27,Black
34008,22,23,Black
34009,22,23,Black
34010,11,12,Black
34011,6,7,Black
34012,7,8,Red
34013,19,20,Red
34014,34,35,Red
34015,2,3,Black
34016,36,37,Red
34017,23,24,Red
34018,1,2,Red
34019,15,16,Black
34020,24,25,Black
34021,11,12,Black
34022,23,24,Red
34023,10,11,Black
34024,14,15,Red
34025,27,28,Red
34026,10,11,Black
34027,31,32,Black
34028,15,16,Black
34029,34,35,Red
34030,0,0,Green
34031,20,21,Black
34032,7,8,Red
34033,14,15,Red
34034,27,28,Red
34035,3,4,Red
34036,1,2,Red
34037,6,7,Black
34038,23,24,Red
34039,31,32,Black
34040,21,22,Red
34041,23,24,Red
34042,3,4,Red
34043,9,10,Red
34044,0,0,Green
34045,23,24,Red
34046,32,33,Red
34047,2,3,Black
34048,12,13,Red
34049,24,25,Black
34050,31,32,Black
34051,11,12,Black
34052,15,16,Black
34053,1,2,Red
34054,23,24,Red
34055,15,16,Black
34056,26,27,Black
34057,13,14,Black
34058,32,33,Red
34059,15,16,Black
34060,31,32,Black
34061,32,33,Red
34062,33,34,Black
34063,9,10,Red
34064,28,29,Black
34065,7,8,Red
34066,16,17,Red
34067,0,0,Green
34068,12,13,Red
34069,3,4,Red
34070,27,28,Red
34071,36,37,Red
34072,21,22,Red
34073,29,30,Black
34074,15,16,Black
34075,28,29,Black
34076,22,23,Black
34077,3,4,Red
34078,25,26,Red
34079,18,19,Red
34080,32,33,Red
34081,24,25,Black
34082,7,8,Red
34083,0,0,Green
34084,15,16,Black
34085,10,11,Black
34086,4,5,Black
34087,10,11,Black
34088,36,37,Red
34089,11,12,Black
34090,29,30,Black
34091,16,17,Red
34092,34,35,Red
34093,19,20,Red
34094,6,7,Black
34095,17,18,Black
34096,3,4,Red
34097,25,26,Red
34098,13,14,Black
34099,30,31,Red
34100,9,10,Red
34101,17,18,Black
34102,25,26,Red
34103,21,22,Red
34104,16,17,Red
34105,7,8,Red
34106,26,27,Black
34107,15,16,Black
34108,15,16,Black
34109,16,17,Red
34110,21,22,Red
34111,29,30,Black
34112,2,3,Black
34113,13,14,Black
34114,3,4,Red
34115,35,36,Black
34116,36,37,Red
34117,32,33,Red
34118,0,0,Green
34119,6,7,Black
34120,34,35,Red
34121,36,37,Red
34122,15,16,Black
34123,29,30,Black
34124,31,32,Black
34125,8,9,Black
34126,20,21,Black
34127,19,20,Red
34128,28,29,Black
34129,12,13,Red
34130,17,18,Black
34131,12,13,Red
34132,8,9,Black
34133,12,13,Red
34134,23,24,Red
34135,30,31,Red
34136,26,27,Black
34137,25,26,Red
34138,27,28,Red
34139,13,14,Black
34140,33,34,Black
34141,17,18,Black
34142,1,2,Red
34143,0,0,Green
34144,24,25,Black
34145,25,26,Red
34146,13,14,Black
34147,30,31,Red
34148,0,0,Green
34149,12,13,Red
34150,31,32,Black
34151,11,12,Black
34152,31,32,Black
34153,32,33,Red
34154,29,30,Black
34155,30,31,Red
34156,12,13,Red
34157,17,18,Black
34158,8,9,Black
34159,15,16,Black
34160,5,6,Red
34161,17,18,Black
34162,18,19,Red
34163,19,20,Red
34164,11,12,Black
34165,23,24,Red
34166,23,24,Red
34167,11,12,Black
34168,3,4,Red
34169,26,27,Black
34170,15,16,Black
34171,1,2,Red
34172,23,24,Red
34173,34,35,Red
34174,13,14,Black
34175,35,36,Black
34176,12,13,Red
34177,10,11,Black
34178,29,30,Black
34179,24,25,Black
34180,29,30,Black
34181,0,0,Green
34182,28,29,Black
34183,18,19,Red
34184,7,8,Red
34185,10,11,Black
34186,6,7,Black
34187,5,6,Red
34188,11,12,Black
34189,11,12,Black
34190,13,14,Black
34191,36,37,Red
34192,11,12,Black
34193,17,18,Black
34194,16,17,Red
34195,24,25,Black
34196,15,16,Black
34197,19,20,Red
34198,15,16,Black
34199,19,20,Red
34200,24,25,Black
34201,7,8,Red
34202,0,0,Green
34203,00,1,Green
34204,13,14,Black
34205,35,36,Black
34206,24,25,Black
34207,32,33,Red
34208,34,35,Red
34209,24,25,Black
34210,00,1,Green
34211,9,10,Red
34212,10,11,Black
34213,6,7,Black
34214,20,21,Black
34215,23,24,Red
34216,10,11,Black
34217,17,18,Black
34218,5,6,Red
34219,23,24,Red
34220,33,34,Black
34221,14,15,Red
34222,28,29,Black
34223,16,17,Red
34224,25,26,Red
34225,18,19,Red
34226,10,11,Black
34227,23,24,Red
34228,19,20,Red
34229,33,34,Black
34230,32,33,Red
34231,19,20,Red
34232,10,11,Black
34233,9,10,Red
34234,21,22,Red
34235,31,32,Black
34236,00,1,Green
34237,26,27,Black
34238,00,1,Green
34239,0,0,Green
34240,27,28,Red
34241,17,18,Black
34242,19,20,Red
34243,5,6,Red
34244,13,14,Black
34245,30,31,Red
34246,12,13,Red
34247,27,28,Red
34248,17,18,Black
