Round,Winning Number,Winning Index,Color
1497,14,15,Red
1498,34,35,Red
1499,35,36,Black
1500,6,7,Black
1501,11,12,Black
1502,35,36,Black
1503,29,30,Black
1504,15,16,Black
1505,2,3,Black
1506,0,0,Green
1507,27,28,Red
1508,16,17,Red
1509,8,9,Black
1510,12,13,Red
1511,20,21,Black
1512,27,28,Red
1513,35,36,Black
1514,18,19,Red
1515,18,19,Red
1516,00,1,Green
1517,00,1,Green
1518,3,4,Red
1519,12,13,Red
1520,18,19,Red
1521,9,10,Red
1522,5,6,Red
1523,35,36,Black
1524,25,26,Red
1525,9,10,Red
1526,30,31,Red
1527,10,11,Black
1528,16,17,Red
1529,21,22,Red
1530,16,17,Red
1531,35,36,Black
1532,24,25,Black
1533,29,30,Black
1534,00,1,Green
1535,00,1,Green
1536,4,5,Black
1537,21,22,Red
1538,22,23,Black
1539,5,6,Red
1540,17,18,Black
1541,17,18,Black
1542,17,18,Black
1543,28,29,Black
1544,33,34,Black
1545,35,36,Black
1546,7,8,Red
1547,9,10,Red
1548,10,11,Black
1549,26,27,Black
1550,33,34,Black
1551,10,11,Black
1552,17,18,Black
1553,33,34,Black
1554,26,27,Black
1555,23,24,Red
1556,17,18,Black
1557,19,20,Red
1558,13,14,Black
1559,12,13,Red
1560,10,11,Black
1561,27,28,Red
1562,34,35,Red
1563,5,6,Red
1564,23,24,Red
1565,11,12,Black
1566,19,20,Red
1567,7,8,Red
1568,10,11,Black
1569,15,16,Black
1570,21,22,Red
1571,33,34,Black
1572,34,35,Red
1573,24,25,Black
1574,33,34,Black
1575,1,2,Red
1576,24,25,Black
1577,19,20,Red
1578,26,27,Black
1579,26,27,Black
1580,13,14,Black
1581,31,32,Black
1582,20,21,Black
1583,11,12,Black
1584,24,25,Black
1585,21,22,Red
1586,36,37,Red
1587,18,19,Red
1588,1,2,Red
1589,28,29,Black
1590,14,15,Red
1591,24,25,Black
1592,18,19,Red
1593,17,18,Black
1594,33,34,Black
1595,36,37,Red
1596,10,11,Black
1597,33,34,Black
1598,12,13,Red
1599,4,5,Black
1600,33,34,Black
1601,4,5,Black
1602,13,14,Black
1603,6,7,Black
1604,1,2,Red
1605,35,36,Black
1606,2,3,Black
1607,14,15,Red
1608,16,17,Red
1609,23,24,Red
1610,5,6,Red
1611,13,14,Black
1612,00,1,Green
1613,10,11,Black
1614,10,11,Black
1615,00,1,Green
1616,7,8,Red
1617,22,23,Black
1618,14,15,Red
1619,27,28,Red
1620,27,28,Red
1621,30,31,Red
1622,32,33,Red
1623,8,9,Black
1624,16,17,Red
1625,4,5,Black
1626,6,7,Black
1627,28,29,Black
1628,24,25,Black
1629,34,35,Red
1630,27,28,Red
1631,35,36,Black
1632,36,37,Red
1633,11,12,Black
1634,33,34,Black
1635,18,19,Red
1636,13,14,Black
1637,29,30,Black
1638,17,18,Black
1639,36,37,Red
1640,20,21,Black
1641,13,14,Black
1642,14,15,Red
1643,18,19,Red
1644,26,27,Black
1645,25,26,Red
1646,26,27,Black
1647,32,33,Red
1648,20,21,Black
1649,1,2,Red
1650,8,9,Black
1651,15,16,Black
1652,25,26,Red
1653,28,29,Black
1654,18,19,Red
1655,28,29,Black
1656,27,28,Red
1657,27,28,Red
1658,4,5,Black
1659,34,35,Red
1660,26,27,Black
1661,32,33,Red
1662,35,36,Black
1663,8,9,Black
1664,18,19,Red
1665,0,0,Green
1666,23,24,Red
1667,33,34,Black
1668,33,34,Black
1669,4,5,Black
1670,12,13,Red
1671,0,0,Green
1672,12,13,Red
1673,22,23,Black
1674,34,35,Red
1675,14,15,Red
1676,2,3,Black
1677,0,0,Green
1678,20,21,Black
1679,7,8,Red
1680,35,36,Black
1681,13,14,Black
1682,10,11,Black
1683,8,9,Black
1684,36,37,Red
1685,4,5,Black
1686,20,21,Black
1687,9,10,Red
1688,20,21,Black
1689,36,37,Red
1690,10,11,Black
1691,4,5,Black
1692,31,32,Black
1693,12,13,Red
1694,12,13,Red
1695,36,37,Red
1696,28,29,Black
1697,35,36,Black
1698,3,4,Red
1699,5,6,Red
1700,17,18,Black
1701,15,16,Black
1702,00,1,Green
1703,20,21,Black
1704,7,8,Red
1705,36,37,Red
1706,27,28,Red
1707,4,5,Black
1708,6,7,Black
1709,32,33,Red
1710,8,9,Black
1711,26,27,Black
1712,4,5,Black
1713,9,10,Red
1714,9,10,Red
1715,8,9,Black
1716,16,17,Red
1717,34,35,Red
1718,11,12,Black
1719,9,10,Red
1720,16,17,Red
1721,22,23,Black
1722,2,3,Black
1723,8,9,Black
1724,12,13,Red
1725,18,19,Red
1726,7,8,Red
1727,13,14,Black
1728,36,37,Red
1729,34,35,Red
1730,19,20,Red
1731,28,29,Black
1732,3,4,Red
1733,00,1,Green
1734,9,10,Red
1735,26,27,Black
1736,12,13,Red
1737,35,36,Black
1738,23,24,Red
1739,21,22,Red
1740,21,22,Red
1741,12,13,Red
1742,19,20,Red
1743,25,26,Red
1744,6,7,Black
1745,27,28,Red
1746,23,24,Red
1747,24,25,Black
1748,23,24,Red
1749,36,37,Red
1750,27,28,Red
1751,29,30,Black
1752,6,7,Black
1753,2,3,Black
1754,31,32,Black
1755,19,20,Red
1756,19,20,Red
1757,30,31,Red
1758,10,11,Black
1759,17,18,Black
1760,00,1,Green
1761,4,5,Black
1762,19,20,Red
1763,13,14,Black
1764,4,5,Black
1765,28,29,Black
1766,28,29,Black
1767,10,11,Black
1768,9,10,Red
1769,28,29,Black
1770,22,23,Black
1771,18,19,Red
1772,24,25,Black
1773,2,3,Black
1774,30,31,Red
1775,26,27,Black
1776,33,34,Black
1777,19,20,Red
1778,31,32,Black
1779,16,17,Red
1780,35,36,Black
1781,33,34,Black
1782,10,11,Black
1783,16,17,Red
1784,32,33,Red
1785,25,26,Red
1786,35,36,Black
1787,34,35,Red
1788,5,6,Red
1789,33,34,Black
1790,31,32,Black
1791,28,29,Black
1792,33,34,Black
1793,26,27,Black
1794,29,30,Black
1795,20,21,Black
1796,28,29,Black
1797,9,10,Red
1798,22,23,Black
1799,23,24,Red
1800,15,16,Black
1801,8,9,Black
1802,35,36,Black
1803,23,24,Red
1804,2,3,Black
1805,23,24,Red
1806,34,35,Red
1807,36,37,Red
1808,22,23,Black
1809,29,30,Black
1810,28,29,Black
1811,1,2,Red
1812,6,7,Black
1813,32,33,Red
1814,24,25,Black
1815,17,18,Black
1816,17,18,Black
1817,00,1,Green
1818,6,7,Black
1819,33,34,Black
1820,11,12,Black
1821,27,28,Red
1822,35,36,Black
1823,6,7,Black
1824,32,33,Red
1825,7,8,Red
1826,25,26,Red
1827,34,35,Red
1828,28,29,Black
1829,22,23,Black
1830,19,20,Red
1831,34,35,Red
1832,17,18,Black
1833,21,22,Red
1834,0,0,Green
1835,12,13,Red
1836,30,31,Red
1837,14,15,Red
1838,30,31,Red
1839,29,30,Black
1840,36,37,Red
1841,19,20,Red
1842,5,6,Red
1843,28,29,Black
1844,36,37,Red
1845,3,4,Red
1846,25,26,Red
1847,2,3,Black
1848,30,31,Red
1849,19,20,Red
1850,4,5,Black
1851,4,5,Black
1852,22,23,Black
1853,20,21,Black
1854,1,2,Red
1855,21,22,Red
1856,15,16,Black
1857,00,1,Green
1858,25,26,Red
1859,20,21,Black
1860,00,1,Green
1861,9,10,Red
1862,32,33,Red
1863,3,4,Red
1864,20,21,Black
1865,14,15,Red
1866,14,15,Red
1867,27,28,Red
1868,25,26,Red
1869,34,35,Red
1870,0,0,Green
1871,30,31,Red
1872,4,5,Black
1873,24,25,Black
1874,24,25,Black
1875,35,36,Black
1876,13,14,Black
1877,1,2,Red
1878,3,4,Red
1879,30,31,Red
1880,22,23,Black
1881,25,26,Red
1882,9,10,Red
1883,12,13,Red
1884,4,5,Black
1885,1,2,Red
1886,21,22,Red
1887,1,2,Red
1888,17,18,Black
1889,25,26,Red
1890,14,15,Red
1891,22,23,Black
1892,27,28,Red
1893,26,27,Black
1894,26,27,Black
1895,3,4,Red
1896,19,20,Red
1897,21,22,Red
1898,0,0,Green
1899,6,7,Black
1900,19,20,Red
1901,6,7,Black
1902,5,6,Red
1903,16,17,Red
1904,28,29,Black
1905,22,23,Black
1906,25,26,Red
1907,30,31,Red
1908,2,3,Black
1909,18,19,Red
1910,34,35,Red
1911,33,34,Black
1912,29,30,Black
1913,18,19,Red
1914,15,16,Black
1915,0,0,Green
1916,17,18,Black
1917,23,24,Red
1918,9,10,Red
1919,30,31,Red
1920,9,10,Red
1921,1,2,Red
1922,1,2,Red
1923,17,18,Black
1924,10,11,Black
1925,7,8,Red
1926,13,14,Black
1927,2,3,Black
1928,22,23,Black
1929,7,8,Red
1930,18,19,Red
1931,30,31,Red
1932,24,25,Black
1933,20,21,Black
1934,23,24,Red
1935,3,4,Red
1936,4,5,Black
1937,13,14,Black
1938,00,1,Green
1939,3,4,Red
1940,1,2,Red
1941,22,23,Black
1942,21,22,Red
1943,28,29,Black
1944,00,1,Green
1945,25,26,Red
1946,17,18,Black
1947,1,2,Red
1948,27,28,Red
1949,21,22,Red
1950,5,6,Red
1951,2,3,Black
1952,15,16,Black
1953,12,13,Red
1954,8,9,Black
1955,12,13,Red
1956,6,7,Black
1957,28,29,Black
1958,20,21,Black
1959,22,23,Black
1960,2,3,Black
1961,12,13,Red
1962,25,26,Red
1963,8,9,Black
1964,6,7,Black
1965,7,8,Red
1966,36,37,Red
1967,9,10,Red
1968,25,26,Red
1969,13,14,Black
1970,4,5,Black
1971,24,25,Black
1972,0,0,Green
1973,11,12,Black
1974,27,28,Red
1975,00,1,Green
1976,15,16,Black
1977,14,15,Red
1978,21,22,Red
1979,22,23,Black
1980,17,18,Black
1981,26,27,Black
1982,13,14,Black
1983,30,31,Red
1984,24,25,Black
1985,5,6,Red
1986,29,30,Black
1987,28,29,Black
1988,35,36,Black
1989,25,26,Red
1990,7,8,Red
1991,27,28,Red
1992,27,28,Red
1993,00,1,Green
1994,2,3,Black
1995,31,32,Black
1996,15,16,Black
1997,21,22,Red
1998,24,25,Black
1999,20,21,Black
2000,9,10,Red
2001,34,35,Red
2002,5,6,Red
2003,19,20,Red
2004,13,14,Black
2005,7,8,Red
2006,9,10,Red
2007,34,35,Red
2008,9,10,Red
2009,4,5,Black
2010,10,11,Black
2011,8,9,Black
2012,00,1,Green
2013,36,37,Red
2014,2,3,Black
2015,25,26,Red
2016,23,24,Red
2017,17,18,Black
2018,25,26,Red
2019,28,29,Black
2020,32,33,Red
2021,35,36,Black
2022,32,33,Red
2023,36,37,Red
2024,27,28,Red
2025,36,37,Red
2026,15,16,Black
2027,26,27,Black
2028,2,3,Black
2029,36,37,Red
2030,1,2,Red
2031,18,19,Red
2032,33,34,Black
2033,9,10,Red
2034,33,34,Black
2035,30,31,Red
2036,29,30,Black
2037,14,15,Red
2038,0,0,Green
2039,25,26,Red
2040,34,35,Red
2041,00,1,Green
2042,16,17,Red
2043,30,31,Red
2044,22,23,Black
2045,00,1,Green
2046,27,28,Red
2047,00,1,Green
2048,2,3,Black
2049,13,14,Black
2050,11,12,Black
2051,33,34,Black
2052,35,36,Black
2053,1,2,Red
2054,10,11,Black
2055,28,29,Black
2056,13,14,Black
2057,3,4,Red
2058,32,33,Red
2059,25,26,Red
2060,28,29,Black
2061,10,11,Black
2062,20,21,Black
2063,14,15,Red
2064,18,19,Red
2065,00,1,Green
2066,10,11,Black
2067,18,19,Red
2068,33,34,Black
2069,9,10,Red
2070,12,13,Red
2071,4,5,Black
2072,4,5,Black
2073,4,5,Black
2074,14,15,Red
2075,8,9,Black
2076,17,18,Black
2077,31,32,Black
2078,26,27,Black
2079,27,28,Red
2080,22,23,Black
2081,35,36,Black
2082,19,20,Red
2083,31,32,Black
2084,24,25,Black
2085,12,13,Red
2086,32,33,Red
2087,17,18,Black
2088,25,26,Red
2089,9,10,Red
2090,36,37,Red
2091,1,2,Red
2092,24,25,Black
2093,22,23,Black
2094,23,24,Red
2095,25,26,Red
2096,23,24,Red
2097,17,18,Black
2098,29,30,Black
2099,15,16,Black
2100,20,21,Black
2101,28,29,Black
2102,0,0,Green
2103,15,16,Black
2104,35,36,Black
2105,10,11,Black
2106,10,11,Black
2107,10,11,Black
2108,2,3,Black
2109,31,32,Black
2110,22,23,Black
2111,31,32,Black
2112,11,12,Black
2113,14,15,Red
2114,31,32,Black
2115,0,0,Green
2116,00,1,Green
2117,26,27,Black
2118,25,26,Red
2119,5,6,Red
2120,17,18,Black
2121,36,37,Red
2122,30,31,Red
2123,15,16,Black
2124,30,31,Red
2125,19,20,Red
2126,1,2,Red
2127,30,31,Red
2128,32,33,Red
2129,30,31,Red
2130,35,36,Black
2131,33,34,Black
2132,14,15,Red
2133,32,33,Red
2134,16,17,Red
2135,11,12,Black
2136,15,16,Black
2137,23,24,Red
2138,0,0,Green
2139,20,21,Black
2140,18,19,Red
2141,28,29,Black
2142,22,23,Black
2143,4,5,Black
2144,00,1,Green
2145,13,14,Black
2146,9,10,Red
2147,15,16,Black
2148,35,36,Black
2149,5,6,Red
2150,00,1,Green
2151,1,2,Red
2152,33,34,Black
2153,34,35,Red
2154,5,6,Red
2155,32,33,Red
2156,8,9,Black
2157,12,13,Red
2158,12,13,Red
2159,12,13,Red
2160,27,28,Red
2161,35,36,Black
2162,21,22,Red
2163,34,35,Red
2164,32,33,Red
2165,4,5,Black
2166,0,0,Green
2167,16,17,Red
2168,4,5,Black
2169,31,32,Black
2170,34,35,Red
2171,28,29,Black
2172,6,7,Black
2173,17,18,Black
2174,13,14,Black
2175,14,15,Red
2176,00,1,Green
2177,10,11,Black
2178,18,19,Red
2179,28,29,Black
2180,32,33,Red
2181,10,11,Black
2182,30,31,Red
2183,34,35,Red
2184,31,32,Black
2185,8,9,Black
2186,7,8,Red
2187,2,3,Black
2188,17,18,Black
2189,18,19,Red
2190,32,33,Red
2191,1,2,Red
2192,31,32,Black
2193,0,0,Green
2194,17,18,Black
2195,5,6,Red
2196,6,7,Black
2197,5,6,Red
2198,8,9,Black
2199,4,5,Black
2200,0,0,Green
2201,33,34,Black
2202,32,33,Red
2203,11,12,Black
2204,15,16,Black
2205,23,24,Red
2206,33,34,Black
2207,18,19,Red
2208,18,19,Red
2209,32,33,Red
2210,30,31,Red
2211,6,7,Black
2212,00,1,Green
2213,30,31,Red
2214,9,10,Red
2215,33,34,Black
2216,00,1,Green
2217,1,2,Red
2218,00,1,Green
2219,34,35,Red
2220,1,2,Red
2221,13,14,Black
2222,20,21,Black
2223,10,11,Black
2224,16,17,Red
2225,11,12,Black
2226,34,35,Red
2227,18,19,Red
2228,25,26,Red
2229,13,14,Black
2230,29,30,Black
2231,15,16,Black
2232,28,29,Black
2233,35,36,Black
2234,30,31,Red
2235,7,8,Red
2236,13,14,Black
2237,6,7,Black
2238,1,2,Red
2239,7,8,Red
2240,26,27,Black
2241,14,15,Red
2242,13,14,Black
2243,18,19,Red
2244,36,37,Red
2245,34,35,Red
2246,36,37,Red
2247,10,11,Black
2248,20,21,Black
2249,7,8,Red
2250,11,12,Black
2251,15,16,Black
2252,23,24,Red
2253,3,4,Red
2254,6,7,Black
2255,12,13,Red
2256,3,4,Red
2257,4,5,Black
2258,00,1,Green
2259,31,32,Black
2260,17,18,Black
2261,10,11,Black
2262,13,14,Black
2263,22,23,Black
2264,6,7,Black
2265,20,21,Black
2266,24,25,Black
2267,27,28,Red
2268,28,29,Black
2269,1,2,Red
2270,5,6,Red
2271,20,21,Black
2272,23,24,Red
2273,7,8,Red
2274,15,16,Black
2275,16,17,Red
2276,31,32,Black
2277,13,14,Black
2278,7,8,Red
2279,2,3,Black
2280,11,12,Black
2281,23,24,Red
2282,8,9,Black
2283,8,9,Black
2284,16,17,Red
2285,6,7,Black
2286,28,29,Black
2287,2,3,Black
2288,32,33,Red
2289,0,0,Green
2290,30,31,Red
2291,23,24,Red
2292,0,0,Green
2293,35,36,Black
2294,28,29,Black
2295,0,0,Green
2296,3,4,Red
2297,0,0,Green
2298,11,12,Black
2299,36,37,Red
2300,5,6,Red
2301,25,26,Red
2302,6,7,Black
2303,17,18,Black
2304,25,26,Red
2305,35,36,Black
2306,10,11,Black
2307,31,32,Black
2308,31,32,Black
2309,16,17,Red
2310,00,1,Green
2311,23,24,Red
2312,21,22,Red
2313,25,26,Red
2314,25,26,Red
2315,2,3,Black
2316,34,35,Red
2317,00,1,Green
2318,34,35,Red
2319,25,26,Red
2320,36,37,Red
2321,26,27,Black
2322,20,21,Black
2323,23,24,Red
2324,35,36,Black
2325,36,37,Red
2326,00,1,Green
2327,32,33,Red
2328,2,3,Black
2329,21,22,Red
2330,16,17,Red
2331,16,17,Red
2332,34,35,Red
2333,9,10,Red
2334,26,27,Black
2335,00,1,Green
2336,31,32,Black
2337,12,13,Red
2338,0,0,Green
2339,5,6,Red
2340,7,8,Red
2341,25,26,Red
2342,29,30,Black
2343,19,20,Red
2344,14,15,Red
2345,1,2,Red
2346,9,10,Red
2347,31,32,Black
2348,9,10,Red
2349,19,20,Red
2350,00,1,Green
2351,7,8,Red
2352,23,24,Red
2353,29,30,Black
2354,5,6,Red
2355,2,3,Black
2356,0,0,Green
2357,27,28,Red
2358,27,28,Red
2359,6,7,Black
2360,1,2,Red
2361,00,1,Green
2362,22,23,Black
2363,32,33,Red
2364,13,14,Black
2365,23,24,Red
2366,25,26,Red
2367,32,33,Red
2368,25,26,Red
2369,18,19,Red
2370,21,22,Red
2371,23,24,Red
2372,5,6,Red
2373,26,27,Black
2374,31,32,Black
2375,20,21,Black
2376,13,14,Black
2377,14,15,Red
2378,0,0,Green
2379,29,30,Black
2380,27,28,Red
2381,15,16,Black
2382,26,27,Black
2383,12,13,Red
2384,1,2,Red
2385,34,35,Red
2386,2,3,Black
2387,29,30,Black
2388,18,19,Red
2389,14,15,Red
2390,21,22,Red
2391,2,3,Black
2392,26,27,Black
2393,36,37,Red
2394,27,28,Red
2395,31,32,Black
2396,27,28,Red
2397,11,12,Black
2398,19,20,Red
2399,24,25,Black
2400,31,32,Black
2401,2,3,Black
2402,18,19,Red
2403,31,32,Black
2404,25,26,Red
2405,00,1,Green
2406,33,34,Black
2407,17,18,Black
2408,26,27,Black
2409,11,12,Black
2410,9,10,Red
2411,12,13,Red
2412,15,16,Black
2413,33,34,Black
2414,31,32,Black
2415,0,0,Green
2416,29,30,Black
2417,00,1,Green
2418,5,6,Red
2419,3,4,Red
2420,36,37,Red
2421,36,37,Red
2422,00,1,Green
2423,10,11,Black
2424,0,0,Green
2425,18,19,Red
2426,7,8,Red
2427,2,3,Black
2428,35,36,Black
2429,32,33,Red
2430,35,36,Black
2431,35,36,Black
2432,13,14,Black
2433,34,35,Red
2434,20,21,Black
2435,7,8,Red
2436,23,24,Red
2437,00,1,Green
2438,36,37,Red
2439,0,0,Green
2440,11,12,Black
2441,7,8,Red
2442,34,35,Red
2443,36,37,Red
2444,2,3,Black
2445,0,0,Green
2446,31,32,Black
2447,29,30,Black
2448,5,6,Red
2449,13,14,Black
2450,33,34,Black
2451,12,13,Red
2452,26,27,Black
2453,36,37,Red
2454,35,36,Black
2455,20,21,Black
2456,14,15,Red
2457,14,15,Red
2458,19,20,Red
2459,00,1,Green
2460,4,5,Black
2461,23,24,Red
2462,00,1,Green
2463,8,9,Black
2464,33,34,Black
2465,15,16,Black
2466,26,27,Black
2467,7,8,Red
2468,8,9,Black
2469,4,5,Black
2470,11,12,Black
2471,34,35,Red
2472,13,14,Black
2473,0,0,Green
2474,2,3,Black
2475,24,25,Black
2476,16,17,Red
2477,10,11,Black
2478,36,37,Red
2479,1,2,Red
2480,24,25,Black
2481,30,31,Red
2482,31,32,Black
2483,13,14,Black
2484,31,32,Black
2485,33,34,Black
2486,11,12,Black
2487,3,4,Red
2488,13,14,Black
2489,18,19,Red
2490,5,6,Red
2491,23,24,Red
2492,12,13,Red
2493,15,16,Black
2494,7,8,Red
2495,28,29,Black
2496,22,23,Black
2497,24,25,Black
2498,21,22,Red
2499,5,6,Red
2500,23,24,Red
2501,30,31,Red
2502,1,2,Red
2503,5,6,Red
2504,10,11,Black
2505,20,21,Black
2506,31,32,Black
2507,36,37,Red
2508,13,14,Black
2509,9,10,Red
2510,0,0,Green
2511,28,29,Black
2512,23,24,Red
2513,31,32,Black
2514,32,33,Red
2515,3,4,Red
2516,2,3,Black
2517,2,3,Black
2518,15,16,Black
2519,16,17,Red
2520,31,32,Black
2521,12,13,Red
2522,22,23,Black
2523,14,15,Red
2524,6,7,Black
2525,36,37,Red
2526,19,20,Red
2527,1,2,Red
2528,8,9,Black
2529,0,0,Green
2530,9,10,Red
2531,23,24,Red
2532,28,29,Black
2533,11,12,Black
2534,17,18,Black
2535,9,10,Red
2536,29,30,Black
2537,31,32,Black
2538,00,1,Green
2539,6,7,Black
2540,8,9,Black
2541,32,33,Red
2542,7,8,Red
2543,5,6,Red
2544,10,11,Black
2545,15,16,Black
2546,20,21,Black
2547,18,19,Red
2548,12,13,Red
2549,36,37,Red
2550,27,28,Red
2551,20,21,Black
2552,6,7,Black
2553,14,15,Red
2554,11,12,Black
2555,10,11,Black
2556,23,24,Red
2557,3,4,Red
2558,23,24,Red
2559,14,15,Red
2560,4,5,Black
2561,8,9,Black
2562,00,1,Green
2563,17,18,Black
2564,18,19,Red
2565,35,36,Black
2566,0,0,Green
2567,13,14,Black
2568,30,31,Red
2569,8,9,Black
2570,16,17,Red
2571,4,5,Black
2572,22,23,Black
2573,25,26,Red
2574,34,35,Red
2575,1,2,Red
2576,2,3,Black
2577,29,30,Black
2578,24,25,Black
2579,28,29,Black
2580,5,6,Red
2581,14,15,Red
2582,9,10,Red
2583,12,13,Red
2584,17,18,Black
2585,18,19,Red
2586,8,9,Black
2587,15,16,Black
2588,26,27,Black
2589,29,30,Black
2590,17,18,Black
2591,31,32,Black
2592,29,30,Black
2593,36,37,Red
2594,10,11,Black
2595,10,11,Black
2596,33,34,Black
2597,4,5,Black
2598,16,17,Red
2599,19,20,Red
2600,30,31,Red
2601,26,27,Black
2602,32,33,Red
2603,6,7,Black
2604,20,21,Black
2605,9,10,Red
2606,19,20,Red
2607,36,37,Red
2608,3,4,Red
2609,11,12,Black
2610,19,20,Red
2611,10,11,Black
2612,15,16,Black
2613,22,23,Black
2614,5,6,Red
2615,23,24,Red
2616,10,11,Black
2617,20,21,Black
2618,5,6,Red
2619,29,30,Black
2620,2,3,Black
2621,14,15,Red
2622,33,34,Black
2623,0,0,Green
2624,13,14,Black
2625,1,2,Red
2626,34,35,Red
2627,8,9,Black
2628,2,3,Black
2629,29,30,Black
2630,8,9,Black
2631,13,14,Black
2632,10,11,Black
2633,28,29,Black
2634,10,11,Black
2635,34,35,Red
2636,16,17,Red
2637,20,21,Black
2638,21,22,Red
2639,9,10,Red
2640,27,28,Red
2641,2,3,Black
2642,21,22,Red
2643,8,9,Black
2644,00,1,Green
2645,25,26,Red
2646,14,15,Red
2647,1,2,Red
2648,15,16,Black
2649,7,8,Red
2650,16,17,Red
2651,35,36,Black
2652,13,14,Black
2653,35,36,Black
2654,0,0,Green
2655,20,21,Black
2656,28,29,Black
2657,11,12,Black
2658,16,17,Red
2659,33,34,Black
2660,6,7,Black
2661,23,24,Red
2662,10,11,Black
2663,9,10,Red
2664,00,1,Green
2665,10,11,Black
2666,25,26,Red
2667,18,19,Red
2668,9,10,Red
2669,16,17,Red
2670,5,6,Red
2671,2,3,Black
2672,27,28,Red
2673,22,23,Black
2674,27,28,Red
2675,0,0,Green
2676,24,25,Black
2677,27,28,Red
2678,16,17,Red
2679,9,10,Red
2680,22,23,Black
2681,14,15,Red
2682,8,9,Black
2683,4,5,Black
2684,21,22,Red
2685,8,9,Black
2686,2,3,Black
2687,9,10,Red
2688,20,21,Black
2689,19,20,Red
2690,00,1,Green
2691,00,1,Green
2692,30,31,Red
2693,25,26,Red
2694,2,3,Black
2695,0,0,Green
2696,11,12,Black
2697,31,32,Black
2698,25,26,Red
2699,31,32,Black
2700,27,28,Red
2701,24,25,Black
2702,13,14,Black
2703,22,23,Black
2704,17,18,Black
2705,10,11,Black
2706,13,14,Black
2707,7,8,Red
2708,26,27,Black
2709,29,30,Black
2710,30,31,Red
2711,11,12,Black
2712,21,22,Red
2713,14,15,Red
2714,30,31,Red
2715,3,4,Red
2716,14,15,Red
2717,0,0,Green
2718,31,32,Black
2719,33,34,Black
2720,26,27,Black
2721,14,15,Red
2722,18,19,Red
2723,14,15,Red
2724,18,19,Red
2725,5,6,Red
2726,16,17,Red
2727,1,2,Red
2728,12,13,Red
2729,13,14,Black
2730,24,25,Black
2731,35,36,Black
2732,34,35,Red
2733,32,33,Red
2734,26,27,Black
2735,13,14,Black
2736,36,37,Red
2737,4,5,Black
2738,4,5,Black
2739,15,16,Black
2740,33,34,Black
2741,13,14,Black
2742,12,13,Red
2743,30,31,Red
2744,4,5,Black
2745,13,14,Black
2746,33,34,Black
2747,16,17,Red
2748,9,10,Red
2749,34,35,Red
2750,35,36,Black
2751,10,11,Black
2752,1,2,Red
2753,30,31,Red
2754,6,7,Black
2755,21,22,Red
2756,9,10,Red
2757,14,15,Red
2758,30,31,Red
2759,4,5,Black
2760,7,8,Red
2761,8,9,Black
2762,29,30,Black
2763,8,9,Black
2764,9,10,Red
2765,36,37,Red
2766,29,30,Black
2767,0,0,Green
2768,4,5,Black
2769,33,34,Black
2770,15,16,Black
2771,3,4,Red
2772,9,10,Red
2773,4,5,Black
2774,31,32,Black
2775,14,15,Red
2776,19,20,Red
2777,10,11,Black
2778,36,37,Red
2779,23,24,Red
2780,27,28,Red
2781,2,3,Black
2782,16,17,Red
2783,3,4,Red
2784,14,15,Red
2785,9,10,Red
2786,18,19,Red
2787,19,20,Red
2788,9,10,Red
2789,22,23,Black
2790,4,5,Black
2791,8,9,Black
2792,11,12,Black
2793,31,32,Black
2794,27,28,Red
2795,7,8,Red
2796,0,0,Green
2797,20,21,Black
2798,27,28,Red
2799,0,0,Green
2800,34,35,Red
2801,9,10,Red
2802,12,13,Red
2803,19,20,Red
2804,27,28,Red
2805,11,12,Black
2806,32,33,Red
2807,11,12,Black
2808,16,17,Red
2809,5,6,Red
2810,36,37,Red
2811,10,11,Black
2812,00,1,Green
2813,26,27,Black
2814,32,33,Red
2815,17,18,Black
2816,14,15,Red
2817,12,13,Red
2818,32,33,Red
2819,23,24,Red
2820,6,7,Black
2821,20,21,Black
2822,11,12,Black
2823,29,30,Black
2824,3,4,Red
2825,34,35,Red
2826,24,25,Black
2827,29,30,Black
2828,33,34,Black
2829,9,10,Red
2830,12,13,Red
2831,1,2,Red
2832,34,35,Red
2833,33,34,Black
2834,11,12,Black
2835,30,31,Red
2836,27,28,Red
2837,13,14,Black
2838,35,36,Black
2839,13,14,Black
2840,35,36,Black
2841,12,13,Red
2842,24,25,Black
2843,0,0,Green
2844,27,28,Red
2845,10,11,Black
2846,13,14,Black
2847,34,35,Red
2848,6,7,Black
2849,21,22,Red
2850,9,10,Red
2851,34,35,Red
2852,7,8,Red
2853,30,31,Red
2854,32,33,Red
2855,1,2,Red
2856,27,28,Red
2857,7,8,Red
2858,4,5,Black
2859,26,27,Black
2860,32,33,Red
2861,13,14,Black
2862,33,34,Black
2863,8,9,Black
2864,26,27,Black
2865,7,8,Red
2866,32,33,Red
2867,30,31,Red
2868,12,13,Red
2869,18,19,Red
2870,27,28,Red
2871,16,17,Red
2872,2,3,Black
2873,12,13,Red
2874,29,30,Black
2875,12,13,Red
2876,16,17,Red
2877,34,35,Red
2878,5,6,Red
2879,20,21,Black
2880,19,20,Red
2881,31,32,Black
2882,11,12,Black
2883,31,32,Black
2884,14,15,Red
2885,12,13,Red
2886,2,3,Black
2887,24,25,Black
2888,5,6,Red
2889,25,26,Red
2890,21,22,Red
2891,27,28,Red
2892,27,28,Red
2893,7,8,Red
2894,4,5,Black
